iter	Logloss
0	0.3516998592
1	0.2020564169
2	0.1516021175
3	0.1089139486
4	0.08890131681
5	0.06945441088
6	0.04859778938
7	0.03914456465
8	0.0335810967
9	0.02805294323
10	0.02235494747
11	0.01879534881
12	0.01591123977
13	0.01397321351
14	0.01249026349
15	0.01128812087
16	0.01023732223
17	0.009248978568
18	0.008672238495
19	0.007758205917
20	0.007259080938
21	0.006880944492
22	0.006504620567
23	0.005904337655
24	0.005454204488
25	0.005177711284
26	0.004884118789
27	0.004649804815
28	0.004296126088
29	0.004107672679
30	0.003926241851
31	0.003779962925
32	0.003615642686
33	0.003448997268
34	0.003349969873
35	0.003245700896
36	0.003151264128
37	0.003010105242
38	0.002921345891
39	0.002843610905
40	0.002719773532
41	0.002652884125
42	0.002587070904
43	0.00253541354
44	0.002453562649
45	0.002393150627
46	0.002342954031
47	0.002274820836
48	0.00222637264
49	0.002155110609
50	0.002096039363
51	0.002046048291
52	0.002003303495
53	0.001966745766
54	0.001938908456
55	0.001894703567
56	0.00185327958
57	0.001811941797
58	0.001780475705
59	0.001740606802
60	0.001705102886
61	0.001662716774
62	0.001627333928
63	0.001587663919
64	0.00155818382
65	0.001557933368
66	0.001526128196
67	0.001491188972
68	0.001468513735
69	0.001450628095
70	0.00145057291
71	0.001430804315
72	0.001404538817
73	0.001388635166
74	0.00137284481
75	0.001372855601
76	0.001372364152
77	0.001344959985
78	0.00134442714
79	0.001328146528
80	0.001309280517
81	0.001290822467
82	0.001286059786
83	0.001286048594
84	0.001266897053
85	0.00124573032
86	0.001245605962
87	0.001228612206
88	0.001216927416
89	0.001203250705
90	0.001190888527
91	0.001177672414
92	0.001170228584
93	0.001153047505
94	0.001138101773
95	0.001138088619
96	0.001127925927
97	0.001119898817
98	0.001114829612
99	0.001106784266
100	0.001088045961
101	0.001078930617
102	0.001063940017
103	0.001057808377
104	0.001057817215
105	0.001057739729
106	0.00104527629
107	0.001045213697
108	0.001045213697
109	0.001045104857
110	0.001034181421
111	0.001032582263
112	0.001024893304
113	0.001024580968
114	0.001024580968
115	0.001024438337
116	0.001014947517
117	0.001014861399
118	0.001000730096
119	0.00100057902
120	0.0009885795069
121	0.0009883417049
122	0.0009829024728
123	0.0009829024728
124	0.0009799292945
125	0.0009797361872
126	0.0009691655957
127	0.0009688436182
128	0.0009689368372
129	0.0009689368372
130	0.0009686059102
131	0.0009684679974
132	0.0009601085511
133	0.0009537235135
134	0.0009537574265
135	0.0009532903522
136	0.0009502847944
137	0.000949791403
138	0.00094943953
139	0.0009494290478
140	0.0009492767477
141	0.0009427895577
142	0.0009422469129
143	0.0009422775374
144	0.0009337166364
145	0.0009307871525
146	0.0009292272787
147	0.0009250553582
148	0.0009249717993
149	0.0009133890392
150	0.0009117437639
151	0.0009117536295
152	0.0009053048019
153	0.0009052519799
154	0.0009051210552
155	0.0008993916294
156	0.0008990394401
157	0.0008926730105
158	0.00089257755
159	0.0008925178425
160	0.000884787805
161	0.0008841767265
162	0.0008841767265
163	0.0008841767265
164	0.0008841767265
165	0.0008727386305
166	0.0008638703473
167	0.000863740142
168	0.0008598164471
169	0.000859791979
170	0.0008598026667
171	0.0008595074278
172	0.00085949191
173	0.0008591888842
174	0.0008590796946
175	0.000854932858
176	0.000854932858
177	0.000854932858
178	0.000854932858
179	0.000854932858
180	0.000854932858
181	0.000854932858
182	0.000854932858
183	0.0008546121234
184	0.0008546417202
185	0.00085432078
186	0.0008508680003
187	0.0008508680003
188	0.0008508897868
189	0.0008385624777
190	0.0008383757595
191	0.0008383007311
192	0.0008293486674
193	0.0008293486674
194	0.0008293486674
195	0.0008293464162
196	0.0008291620528
197	0.0008276318898
198	0.000827546225
199	0.0008275172448
